video_id,i_Portraits_Outdoor,i_Office_Desk_Items,i_Electronics_Repair,i_Laptops_Workstations,i_UI_Digital_Screens,i_Men_Accessories,i_Smartwatches_Devices,i_Tablet_Gaming,i_Smartphones_Handling,i_Handheld_Gadgets,i_Landscape_Decor
qExcc92zHfo,0.09231650205979967,0.31216505769419295,0.03866472621022867,0.0768888315373819,0.10415803067765836,0.057763139481070945,0.01140909072593723,0.04202764219307305,0.02820126432301184,0.2315765791917225,0.004829135905922905
1rJa-0YOkwk,0.14905064384236044,0.11606985806606375,0.03411480665906336,0.033778416369683366,0.14191413255197896,0.09612654549372862,0.021012477276356217,0.012804468862555153,0.10369752036748454,0.28699256442537285,0.004438566085352711
tYJWcs-qnAc,0.1264492234104826,0.24690955380147958,0.013606988274988414,0.02190387473067088,0.16840364300145105,0.05005542489467112,0.01890672483703402,0.005491366911307247,0.28574675410714867,0.038119286842719556,0.024407159188046864
1OHZTFseggA,0.11857189906054995,0.28855732868982836,0.010222366153985292,0.017250844379484633,0.06127067462223211,0.10201760754587116,0.2491145059809851,0.011203603030910843,0.011439448585339835,0.1194318934096432,0.010919828541169513
CHv-oKQcjF8,0.06297573492064473,0.13741653883870747,0.044818076716485085,0.06354059521788595,0.1075160758632899,0.005280088056978981,0.017622294010917486,0.19113531024643135,0.12272377572279666,0.16359524908598722,0.0833762613198752
9a42bdlFRxM,0.08719458826373515,0.1995811719175039,0.04252153330855306,0.014761303718206853,0.12421731375275374,0.01819954794711953,0.009102535046561971,0.0057381155889100355,0.16215704405181275,0.17771175876989292,0.1588150876349501
pk9RKCRdWyc,0.043336145633231134,0.16962612690292644,0.011934647940353585,0.4256261956080719,0.05360360060986893,0.009123395200748926,0.012169686951549005,0.014656184772980686,0.02056791057923502,0.07952807313704846,0.15982803266398596
H17T4dH7-W0,0.0465541417528431,0.1921481333604462,0.030741763374626186,0.017367226681759888,0.1943631311670009,0.013287859714107628,0.013388594348401681,0.03486707845696986,0.2065589191213615,0.11307666610290239,0.13764648591958062
8AuAv0eQlBI,0.0264520404147585,0.21639570793959959,0.05228927359832106,0.07395681294019378,0.0670655798756515,0.005823238916160223,0.15204482590753957,0.03485375564347063,0.05305411292001411,0.16093225915582018,0.15713239268847082
FZzZatxb9KQ,0.017706910673575497,0.01787481510625866,0.46255061241100165,0.014543250314874112,0.02715750381000972,0.00310081660982662,0.02988216805661627,0.05715897560812097,0.23080759974813433,0.1322184699151215,0.006998877746460657
PIun_aBsRMA,0.04251535716704755,0.04098697274325987,0.35162745415959923,0.012722126736331546,0.06842441934935865,0.003990804378916887,0.01783491138902926,0.08467021347516766,0.14878597222387355,0.22539051365872587,0.003051254718689903
IFthVfjoVOc,0.025119678679893155,0.012007151824631435,0.438183637965737,0.09741142730364473,0.042957433850111484,0.009322877196359084,0.011136528806826411,0.09834245916842674,0.12677811300783406,0.13172574073736734,0.007014951459168561
VS66VOUmoKQ,0.022101085693943326,0.038752908126593356,0.40285104547823347,0.008520665611881119,0.018305504487275564,0.0057343454423133535,0.12128334024327649,0.028165490801801262,0.11071987702093886,0.2406926403210631,0.0028730967726801533
qYztDs8vPBg,0.019338796289089785,0.023698479196610903,0.41423088556543647,0.008683582321302499,0.06161466073048931,0.007371127688754023,0.036352485132825386,0.023822064584895997,0.23952085193386416,0.1627573965254297,0.0026096700313017634
CwaZ47RUjoU,0.12376982460441849,0.23480450717759013,0.03261484822615743,0.018400491585216606,0.1271441145568884,0.10003838650181596,0.023053775395319276,0.03446770143465584,0.09543557805208219,0.19762951453677466,0.012641257929081018
TJqTr8_w588,0.35408934503627804,0.08848519515856516,0.03149837433934739,0.017725491812356817,0.10756850852821577,0.048680971040974734,0.016541145569645792,0.017810949411552833,0.08362284871627232,0.16558575454861546,0.06839141583817568
ThmKbekcisg,0.10356282397260685,0.2072786498754099,0.03671880303649091,0.00784759550412571,0.16222172766325962,0.16029607634514115,0.02593797749738669,0.02303684912358062,0.08868579897505281,0.17628386132490229,0.00812983668204349
ciR9HfGTlf0,0.07196025980316856,0.18227723859184708,0.01998009288271666,0.16654297177104876,0.0385213074525852,0.07337514584176888,0.021493094272593972,0.050609231239049146,0.1679939912274401,0.2003871277503092,0.006859539167472453
awY7eX8rguw,0.050770043909942796,0.16984282229321931,0.042163700236180685,0.012996570780398278,0.2943953402975821,0.0976558808725989,0.02990484279633035,0.009036258055541625,0.07542788756071751,0.21392115610163878,0.003885497095849705
ZoTCq6zunl0,0.1735796490568173,0.14451320994769482,0.025921959533040217,0.026082019347114224,0.1395004913563075,0.003944886170049343,0.020024036589296842,0.018700171614443886,0.21217176850593458,0.05293455112986988,0.18262725674943145
e_utOqzf5j0,0.09776397717597636,0.16157242323551071,0.021773692682161755,0.04137316837150142,0.23032702836902375,0.05149571201086129,0.01450027826827399,0.030057276435326376,0.07550964229891091,0.1283690140125112,0.14725778713994223
FLrbO71yQUA,0.07314318123756508,0.0334924791458451,0.01769078221737803,0.4159229297050854,0.16282677599912632,0.011230098402311546,0.0012499502627650984,0.025042504560278553,0.02456898711406633,0.0347464807474223,0.20008583060815624
CUOzCh_Pcrg,0.11874595362798482,0.06492347201595645,0.0238114977222289,0.09922211934421762,0.15965690164023846,0.009241360320816131,0.04099000239702339,0.054501159800256306,0.14256936958075445,0.0970190076716468,0.18931915587887665
ulXeKHtePDI,0.2560092349862335,0.16625473290755502,0.01434201559161766,0.018762425500126516,0.1268870369754912,0.006385362255066096,0.026126520449721257,0.04703100952058845,0.1588114099078899,0.06965188968509904,0.10973836222061134
2VK_awDJ_ss,0.07446101148737268,0.03904859515363934,0.04241755497232771,0.004650865802252502,0.5616751638472793,0.011783047323703687,0.03954595260070813,0.008582094472196194,0.048406239514646864,0.15329407698362205,0.016135397842251577
4wHkhxit_sU,0.045804341060346934,0.0617391893801815,0.014692540982713196,0.3968715763342597,0.18793098446693687,0.004223926448610018,0.024529792045715145,0.025118252408493257,0.06040098674323183,0.17205064841659518,0.006637761712916444
iXa5Bk0pu0w,0.021378171482468476,0.01629558480883003,0.028867645818242256,0.0014443990432567433,0.07834032828392483,0.007966627096757628,0.5806747946022055,0.008240612926449729,0.08044755092129995,0.16814647714677458,0.008197807869790307
yro-CI984mE,0.06559953102207125,0.07015773487150614,0.027787408640841484,0.010258943751162763,0.44027447957401544,0.013455908450240027,0.013933039029871443,0.03660941445983209,0.01338744992267663,0.2771570691483016,0.031379021129481134
w9EbwjnpKaA,0.06991334252025448,0.03294297546986045,0.0677260254684606,0.0628993900850385,0.4797415830258961,0.009029444735130676,0.009569076870083378,0.033527226132312626,0.011487801245665301,0.20126783061280565,0.021895303834492258
